dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-10-02,William M. Daley,13,1,Fri,51,0.2486205209745094,12
2020-04-12,Jeanne Hulit,3,1,Sun,26,0.12068948089145123,3
2020-08-20,Neal S. Wolin,23,1,Thu,0,0.24359986502677203,0
2020-06-01,Ash Carter,9,1,Mon,0,0.649311060400214,0
2020-10-17,Jeanne Hulit,1,1,Sat,49,0.7060215173289179,34
2020-08-30,Daniel Poneman,25,1,Sun,38,0.3494543248554692,13
2020-08-11,Loretta Lynch,23,1,Tue,0,0.5678782186587341,0
2020-09-23,Loretta Lynch,16,1,Wed,0,0.6036111633991822,0
2020-05-10,Kathleen Sebelius,18,1,Sun,27,0.3176326394779608,8
2020-10-06,Tom Perez,9,1,Tue,0,0.3142118071322329,0
2020-06-05,Miriam Sapiro,7,1,Fri,37,0.40018338182708246,14
2020-09-16,Susan Rice,26,1,Wed,0,0.6556274076341652,0
2020-05-29,Austan Goolsbee,15,1,Fri,61,0.330471803387627,20
2020-06-26,John Kerry,14,1,Fri,50,0.3187183150439523,15
2020-10-22,Michael Scuse,5,1,Thu,38,0.5720485014142468,21
2020-11-03,Denis McDonough,11,1,Tue,0,0.40647157474886625,0
2020-05-21,Sylvia Mathews Burwell,25,1,Thu,16,0.4346890525892377,6
2020-05-01,Alan Krueger,32,1,Fri,19,0.6823577786679379,12
2020-04-15,Loretta Lynch,7,1,Wed,0,0.5918830497772433,0
2020-09-07,Cameron Kerry,53,1,Mon,0,0.23893225130159407,0
2020-06-01,Lisa P. Jackson,17,1,Mon,0,0.782583557581529,0
2020-09-04,Loretta Lynch,12,1,Fri,66,0.3735840463661589,24
2020-04-04,Alan Krueger,4,1,Sat,149,0.7376836674753576,109
2020-05-08,Hillary Clinton,4,1,Fri,39,0.34447900186059993,13
2020-08-31,Hilda Solis,20,1,Mon,0,0.8475279062869958,0
2020-09-08,Lisa P. Jackson,7,1,Tue,0,0.455169530864805,0
2020-10-23,Jeanne Hulit,11,1,Fri,128,0.2372857276117429,30
2020-09-04,Christina Romer,11,1,Fri,64,0.3974263944430277,25
2020-10-09,Rahm Emanuel,2,1,Fri,97,0.7527919653221034,73
2020-06-03,Eric Shinseki,17,1,Wed,0,0.09659616677090525,0
2020-07-29,William M. Daley,12,1,Wed,0,0.1806554293609224,0
2020-07-16,Seth Harris,9,1,Thu,0,0.7624192243209108,0
2020-06-10,Demetrios Marantis,9,1,Wed,0,0.3576037764549255,0
2020-05-01,Seth Harris,10,1,Fri,49,0.15221439566230402,7
2020-09-10,Karen Mills,12,1,Thu,26,0.42986489260802047,11
2020-07-11,Pete Rouse,15,1,Sat,156,0.4631055679055862,72
2020-04-22,Arne Duncan,18,1,Wed,0,0.7635416664765217,0
2020-09-29,Daniel Poneman,20,1,Tue,0,0.5843925819732249,0
2020-06-15,Cameron Kerry,22,1,Mon,0,0.6276891025947406,0
2020-05-09,John Kerry,17,1,Sat,88,0.12982686542673036,11
2020-07-08,Bob McDonald,19,1,Wed,0,0.5301882595871575,0
2020-07-05,Shaun Donovan,11,1,Sun,82,0.3147585750324651,25
2020-05-07,William M. Daley,25,1,Thu,0,0.042830217361915855,0
2020-09-18,Christina Romer,39,1,Fri,36,0.17968091564252972,6
2020-08-22,Hillary Clinton,10,1,Sat,94,0.5326764826430007,50
2020-09-22,Timothy Geithner,17,1,Tue,0,0.18373923265608028,0
2020-07-09,John Bryson,17,1,Thu,0,0.5687667309190146,0
2020-08-13,Anthony Foxx,2,1,Thu,15,0.4334957381011918,6
2020-06-23,Ken Salazar,24,1,Tue,0,0.5437731202226131,0
2020-10-10,Gary Locke,6,1,Sat,90,0.6191039131372236,55
2020-08-13,Hilda Solis,18,1,Thu,0,0.29657052581897003,0
2020-10-25,Daniel Poneman,28,1,Sun,25,0.7154098271392285,17
2020-08-09,John Kerry,17,1,Sun,39,0.20830869229976087,8
2020-07-26,Ernest Moniz,3,1,Sun,42,0.611944503558334,25
2020-08-02,William M. Daley,24,1,Sun,34,0.09850667397258803,3
2020-10-19,Julian Castro,24,1,Mon,0,0.6718388987006619,0
2020-05-01,Maria Contreras-Sweet,7,1,Fri,17,0.46759785250760616,7
2020-07-05,Kathleen Sebelius,5,1,Sun,30,0.7457889745477587,22
2020-07-27,Loretta Lynch,24,1,Mon,0,0.42256816611625253,0
2020-07-26,John Kerry,35,1,Sun,28,0.10464922407409176,2
2020-04-25,Eric Shinseki,5,1,Sat,114,0.4166046014521271,47
2020-07-18,Leon Panetta,14,1,Sat,36,0.019864512525964526,0
2020-08-23,Peter R. Orszag,2,1,Sun,34,0.7926808468066155,26
2020-07-03,Gina McCarthy,27,1,Fri,22,0.041430933936499055,0
2020-04-03,Gary Locke,16,1,Fri,40,0.011029462725855409,0
2020-07-29,Chuck Hagel,19,1,Wed,0,0.5796336787403561,0
2020-11-03,Maria Contreras-Sweet,19,1,Tue,0,0.7154917930951342,0
2020-04-06,Jack Lew,20,1,Mon,0,0.5454495696816594,0
2020-08-10,Jeffrey Zients,12,1,Mon,0,0.841637333726976,0
2020-05-06,William M. Daley,11,1,Wed,0,0.09236920392140746,0
2020-04-14,Jeanne Hulit,15,1,Tue,0,0.7442920500179753,0
2020-06-19,Alan Krueger,2,1,Fri,48,0.4797973791253753,23
2020-07-18,Tom Vilsack,18,1,Sat,72,0.5124117761850356,36
2020-04-02,Karen Mills,32,1,Thu,24,0.8489069512463174,20
2020-04-02,Loretta Lynch,4,1,Thu,39,0.4266558343777433,16
2020-07-06,Hilda Solis,44,1,Mon,0,0.5180886357440613,0
2020-08-12,Janet Napolitano,17,1,Wed,0,0.2370556612382643,0
2020-10-28,John King Jr.,24,1,Wed,0,0.13373356740921735,0
2020-04-03,Daniel Poneman,5,1,Fri,40,0.5250942503567785,21
2020-08-19,Daniel Poneman,14,1,Wed,0,0.2008965491782874,0
2020-06-13,Daniel Poneman,4,1,Sat,82,0.5141523380996659,42
2020-06-28,Timothy Geithner,4,1,Sun,88,0.6961331695900298,61
2020-07-07,Samantha Power,35,1,Tue,0,0.12696395457023754,0
2020-09-04,William M. Daley,19,1,Fri,0,0.8032560163992457,0
2020-10-23,Steven Chu,5,1,Fri,92,0.8447885325411334,77
2020-10-02,Neal S. Wolin,10,1,Fri,39,0.7070083867176435,27
2020-05-14,Rebecca Blank,22,1,Thu,15,0.0648502156836912,0
2020-09-16,Rahm Emanuel,8,1,Wed,0,0.5251622483017854,0
2020-09-11,Karen Mills,11,1,Fri,78,0.3744995716144331,29
2020-04-07,John King Jr.,11,1,Tue,0,0.551484557846561,0
2020-09-20,Joe Biden,12,1,Sun,0,0.016875576088204978,0
2020-04-27,Lisa P. Jackson,26,1,Mon,0,0.2468073041876778,0
2020-04-12,Steven Chu,10,1,Sun,30,0.2391737435827963,7
2020-07-31,Lisa P. Jackson,28,1,Fri,39,0.18341287252260371,7
2020-07-10,Joe Biden,6,1,Fri,15,0.4115446158335544,6
2020-08-22,Bob McDonald,2,1,Sat,37,0.6088981937617063,22
2020-04-27,Julian Castro,7,1,Mon,0,0.05814318746561185,0
2020-05-05,Sylvia Mathews Burwell,97,1,Tue,0,0.5496837521437555,0
2020-05-21,Demetrios Marantis,9,1,Thu,23,0.21873636251548303,5
2020-10-14,Susan Rice,16,1,Wed,0,0.4241101789870299,0
2020-09-23,Daniel Poneman,15,1,Wed,0,0.7938363590626977,0
2020-07-15,Hilda Solis,25,1,Wed,0,0.36762315818341446,0
2020-04-12,Sloan D. Gibson,6,1,Sun,24,0.6612708644126541,15
2020-07-10,Daniel Poneman,5,1,Fri,20,0.6944985016598366,13
2020-09-07,Eric Shinseki,10,1,Mon,0,0.24194111014949157,0
2020-09-15,Gary Locke,19,1,Tue,0,0.5620889924000948,0
2020-05-27,Loretta Lynch,7,1,Wed,0,0.8210121038020588,0
2020-09-16,Sylvia Mathews Burwell,27,1,Wed,0,0.8483672755071893,0
2020-07-25,Timothy Geithner,11,1,Sat,111,0.7233351637958548,80
2020-09-23,Edward C. Hugler,3,1,Wed,0,0.4280272506526671,0
2020-10-17,Seth Harris,2,1,Sat,54,0.6221172947320156,33
2020-04-21,Ash Carter,20,1,Tue,0,0.6410929379751905,0
2020-07-29,Rand Beers,8,1,Wed,0,0.23314129534410313,0
2020-04-07,Julian Castro,12,1,Tue,0,0.6382573116337881,0
2020-05-18,William M. Daley,18,1,Mon,0,0.5840784393716604,0
2020-06-20,Lisa P. Jackson,5,1,Sat,96,0.7183380355127156,68
2020-09-25,Denis McDonough,31,1,Fri,48,0.052969422098249196,2
2020-08-13,Seth Harris,13,1,Thu,0,0.13274836043128743,0
2020-05-26,Ash Carter,15,1,Tue,0,6.35225570295006e-4,0
2020-09-07,Joe Biden,19,1,Mon,0,0.6900093617849051,0
2020-10-17,Miriam Sapiro,5,1,Sat,79,0.5027553315856493,39
2020-08-31,John King Jr.,14,1,Mon,0,0.7353264241828583,0
2020-10-08,Demetrios Marantis,5,1,Thu,25,0.3431037404690869,8
2020-08-24,Sylvia Mathews Burwell,33,1,Mon,0,0.08894613622687757,0
2020-08-23,Rebecca Blank,1,1,Sun,36,0.7910799634177238,28
2020-08-07,Ash Carter,14,1,Fri,29,0.4160843456396833,12
2020-08-12,Maria Contreras-Sweet,36,1,Wed,0,0.6505138765554875,0
2020-09-29,Demetrios Marantis,9,1,Tue,0,0.08480392604833469,0
2020-06-24,Hilda Solis,13,1,Wed,0,0.32943889927119013,0
2020-09-19,Karen Mills,24,1,Sat,83,0.08310864978702738,6
2020-04-08,Bob McDonald,27,1,Wed,0,0.32718470921972764,0
2020-08-15,Rahm Emanuel,3,1,Sat,161,0.8158886287361383,131
2020-10-13,Cameron Kerry,13,1,Tue,0,0.3398322498076595,0
2020-06-04,Robert Gates,23,1,Thu,25,0.035077608947176486,0
2020-07-25,Penny Pritzker,27,1,Sat,74,0.2522329412167892,18
2020-09-04,Leon Panetta,3,1,Fri,40,0.16161729510640724,6
2020-05-18,Miriam Sapiro,38,1,Mon,0,0.5560852411319501,0
2020-06-03,Steven Chu,16,1,Wed,0,0.16144701179582624,0
2020-06-07,Denis McDonough,16,1,Sun,63,0.13261030552675948,8
2020-07-09,Cameron Kerry,16,1,Thu,0,0.4033302276977338,0
2020-05-06,Gina McCarthy,6,1,Wed,0,0.5670064078876749,0
2020-10-27,Jason Furman,33,1,Tue,0,0.38188487966544926,0
2020-07-21,Demetrios Marantis,13,1,Tue,0,0.7901500529726035,0
2020-09-05,Christina Romer,7,1,Sat,90,0.6669715526513755,60
2020-05-16,Leon Panetta,3,1,Sat,88,0.6731914460193366,59
2020-10-08,Edward C. Hugler,10,1,Thu,32,0.19707071516895666,6
2020-08-21,Edward C. Hugler,9,1,Fri,59,0.46421306479023766,27
2020-07-29,Austan Goolsbee,11,1,Wed,0,0.36804516076808796,0
2020-07-03,Robert Gates,8,1,Fri,20,0.29662127724150195,5
2020-06-01,Kathleen Sebelius,6,1,Mon,0,0.3411671492503956,0
2020-04-08,Loretta Lynch,11,1,Wed,0,0.3351675045327283,0
2020-10-01,Steven Chu,4,1,Thu,34,0.44265847459901125,15
2020-06-29,Pete Rouse,18,1,Mon,0,0.39344176359009,0
2020-08-26,Neal S. Wolin,13,1,Wed,0,0.2593071781680919,0
2020-05-10,Christina Romer,5,1,Sun,45,0.43686949216062204,19
2020-05-27,Sylvia Mathews Burwell,18,1,Wed,0,0.3418496306287125,0
2020-09-06,Janet Napolitano,1,1,Sun,17,0.5805194521788507,9
2020-08-07,Timothy Geithner,31,1,Fri,57,0.1590564074809663,9
2020-07-19,Michael Scuse,17,1,Sun,117,0.381267025496345,44
2020-10-04,Gina McCarthy,26,1,Sun,89,0.20566232529236003,18
2020-10-18,Loretta Lynch,11,1,Sun,31,0.09650519549613819,2
2020-08-21,Arne Duncan,6,1,Fri,63,0.5370783928548917,33
2020-07-08,Edward C. Hugler,20,1,Wed,0,0.04864485970465466,0
2020-09-01,Demetrios Marantis,11,1,Tue,0,0.4135625972994603,0
2020-04-09,Rahm Emanuel,4,1,Thu,20,0.5462067364482209,10
2020-10-04,Seth Harris,8,1,Sun,43,0.2877819188288413,12
2020-07-18,Demetrios Marantis,15,1,Sat,87,0.3948813818511553,34
2020-04-20,Leon Panetta,8,1,Mon,0,0.06669813707703724,0
2020-10-02,Robert Gates,20,1,Fri,17,0.8473402296076529,14
2020-08-28,Ernest Moniz,6,1,Fri,26,0.5569559638155624,14
2020-07-04,Eric Holder,2,1,Sat,45,0.6592367084813304,29
2020-08-07,Denis McDonough,5,1,Fri,37,0.24721927234204485,9
2020-08-31,Julian Castro,41,1,Mon,0,0.4599027413409203,0
2020-04-03,John Bryson,11,1,Fri,51,0.4174088227562606,21
2020-07-14,John Kerry,19,1,Tue,0,0.4287777836085297,0
2020-07-08,Tom Perez,18,1,Wed,0,0.1797757407417521,0
2020-08-14,Janet Napolitano,3,1,Fri,51,0.8025288450648077,40
2020-06-05,Eric Shinseki,15,1,Fri,0,0.5479389892774634,0
2020-08-27,Seth Harris,8,1,Thu,50,0.3286301488871686,16
2020-10-19,Samantha Power,4,1,Mon,0,0.5774074581568129,0
2020-06-22,Peter R. Orszag,9,1,Mon,0,0.6203080469509586,0
2020-07-13,Anthony Foxx,21,1,Mon,0,0.35841291790129615,0
2020-05-13,Eric Holder,19,1,Wed,0,0.7489494794979691,0
2020-08-06,Cameron Kerry,3,1,Thu,36,0.7880857793032191,28
2020-04-13,Jeanne Hulit,20,1,Mon,0,0.6676883250125684,0
2020-10-09,Leon Panetta,2,1,Fri,41,0.7583817048580386,31
2020-05-25,Leon Panetta,17,1,Mon,0,0.5095874069374986,0
2020-06-24,Kathleen Sebelius,15,1,Wed,0,0.030302764184307305,0
2020-09-02,Rosemary DiCarlo,11,1,Wed,0,0.23141725145978853,0
2020-10-12,John Kerry,22,1,Mon,0,0.12096296745585278,0
2020-10-28,Ron Kirk,19,1,Wed,0,0.4916721704183146,0
2020-05-29,Leon Panetta,2,1,Fri,24,0.7289632076513953,17
2020-07-30,Cameron Kerry,34,1,Thu,0,0.12415138052310794,0
2020-04-13,Lisa P. Jackson,22,1,Mon,0,0.8345009900978766,0
2020-04-14,Eric Shinseki,6,1,Tue,0,0.39298358199885114,0
2020-09-10,Hilda Solis,9,1,Thu,38,0.6794429841684178,25
2020-09-06,Alan Krueger,10,1,Sun,43,0.32007560260826723,13
2020-04-13,Denis McDonough,15,1,Mon,0,0.25724189854227003,0
2020-04-27,Loretta Lynch,11,1,Mon,0,0.6401858567842282,0
2020-06-10,John Bryson,20,1,Wed,0,0.13798344579990954,0
2020-05-26,Austan Goolsbee,4,1,Tue,0,0.8451148034189827,0
2020-11-03,Loretta Lynch,11,1,Tue,0,0.7117420812719502,0
2020-08-21,Edward C. Hugler,3,1,Fri,31,0.8187284809653647,25
2020-06-01,Hillary Clinton,14,1,Mon,0,0.5232971567776985,0
2020-08-30,Sloan D. Gibson,22,1,Sun,0,0.3305979401920922,0
2020-10-13,Arne Duncan,20,1,Tue,0,0.08547994421096518,0
2020-08-04,Michael Froman,12,1,Tue,0,0.7176262677996419,0
2020-09-17,Gina McCarthy,33,1,Thu,24,0.10035013238666579,2
2020-06-20,Michael Scuse,1,1,Sat,134,0.7131355516030453,95
2020-08-16,Jeanne Hulit,2,1,Sun,39,0.5969423326314427,23
2020-05-18,Karen Mills,11,1,Mon,0,0.5439269652590155,0
2020-09-28,Gina McCarthy,27,1,Mon,0,0.6221063259872608,0
2020-09-29,Jeffrey Zients,11,1,Tue,0,0.49231624496169385,0
2020-06-11,Arne Duncan,19,1,Thu,36,0.35214540497399865,12
2020-05-28,Ken Salazar,5,1,Thu,16,0.6207666013971902,9
2020-07-28,Tom Perez,45,1,Tue,0,0.7272151395562104,0
2020-04-17,Rosemary DiCarlo,9,1,Fri,35,0.05270145513350144,1
2020-04-29,Arne Duncan,41,1,Wed,0,0.8287200491758995,0
2020-07-29,Hillary Clinton,16,1,Wed,0,0.5140006698318756,0
2020-10-28,Gary Locke,6,1,Wed,0,0.6575404763338156,0
2020-06-01,Daniel Poneman,17,1,Mon,0,0.7884753858554177,0
2020-06-12,Tom Vilsack,37,1,Fri,55,0.13549699479481206,7
2020-07-27,Maria Contreras-Sweet,28,1,Mon,0,0.005100125318858772,0
2020-07-05,Bob Perciasepe,3,1,Sun,29,0.5486273043323308,15
2020-10-06,Arne Duncan,31,1,Tue,0,0.7788742203731089,0
2020-07-30,Loretta Lynch,22,1,Thu,0,0.20407513324171303,0
2020-07-25,Ron Kirk,6,1,Sat,95,0.5387960813823156,51
2020-10-09,Michael Froman,9,1,Fri,36,0.17225542435189709,6
2020-07-30,Cameron Kerry,8,1,Thu,16,0.31805100257042795,5
2020-04-15,Samantha Power,39,1,Wed,0,0.09380602379096671,0
2020-05-27,Jack Lew,9,1,Wed,0,0.30588052776874974,0
2020-07-29,Lisa P. Jackson,16,1,Wed,0,0.6357700553489849,0
2020-09-20,Christina Romer,9,1,Sun,92,0.013474019395653158,1
2020-05-02,Rosemary DiCarlo,12,1,Sat,70,0.3477347395964898,24
2020-07-15,Christina Romer,23,1,Wed,0,0.5822455586399883,0
2020-09-01,Hilda Solis,27,1,Tue,0,0.37079688147641715,0
2020-10-22,Jeffrey Zients,4,1,Thu,22,0.6165739214164204,13
2020-09-27,Anthony Foxx,13,1,Sun,63,0.39078302547568455,24
2020-06-23,Demetrios Marantis,20,1,Tue,0,0.03716549795353785,0
2020-06-10,Tom Vilsack,17,1,Wed,0,0.04439569991081953,0
2020-10-14,Rand Beers,19,1,Wed,0,0.4342691703699529,0
2020-04-13,Loretta Lynch,31,1,Mon,0,0.22191142523661256,0
2020-04-25,Shaun Donovan,23,1,Sat,98,0.3724979902268387,36
2020-10-14,Gary Locke,19,1,Wed,0,0.3490385032724589,0
2020-05-14,Ray LaHood,10,1,Thu,30,0.3849653106415644,11
2020-09-29,Bob Perciasepe,24,1,Tue,0,0.7876085514319129,0
2020-08-15,Bob McDonald,6,1,Sat,105,0.34483305756002663,36
2020-08-04,Eric Shinseki,18,1,Tue,0,0.5385328594129533,0
2020-04-16,Hillary Clinton,22,1,Thu,16,0.20548336637439205,3
2020-06-01,Eric Shinseki,10,1,Mon,0,0.7464136901195161,0
2020-10-10,Eric Shinseki,2,1,Sat,107,0.43019435135647655,46
2020-05-06,William M. Daley,10,1,Wed,0,0.22271646606968715,0
2020-09-20,Julian Castro,16,1,Sun,54,0.1872513388749212,10
2020-09-26,Austan Goolsbee,17,1,Sat,44,0.4615633672219701,20
2020-06-20,Daniel Poneman,7,1,Sat,60,0.0013493289705365896,0
2020-05-09,Julian Castro,5,1,Sat,60,0.8045291471877135,48
2020-08-25,Robert Gates,15,1,Tue,0,0.8073423476074822,0
2020-06-14,Steven Chu,2,1,Sun,27,0.7281304209842346,19
2020-06-12,Cameron Kerry,3,1,Fri,33,0.8045785473077558,26
2020-10-23,Susan Rice,5,1,Fri,51,0.6513246661634184,33
2020-09-02,Cameron Kerry,21,1,Wed,0,0.7151739365886897,0
2020-07-21,Arne Duncan,29,1,Tue,0,0.6703047605114989,0
2020-10-12,Cameron Kerry,12,1,Mon,0,0.40866484278813003,0
2020-06-18,Michael Froman,1,1,Thu,25,0.601143010193482,15
2020-09-05,Arne Duncan,3,1,Sat,73,0.5968241785652936,43
2020-05-04,Daniel Poneman,8,1,Mon,0,0.3608239053515717,0
2020-09-11,Gina McCarthy,9,1,Fri,61,0.6861826817272231,41
2020-04-19,Daniel Poneman,23,1,Sun,42,0.08178570881718769,3
2020-05-06,Robert Gates,33,1,Wed,0,0.8041005337494426,0
2020-10-30,Demetrios Marantis,16,1,Fri,80,0.5877318679238669,47
2020-10-20,Gina McCarthy,25,1,Tue,0,0.4247078485204838,0
2020-04-15,Rosemary DiCarlo,14,1,Wed,0,0.48673086549388245,0
2020-07-25,John King Jr.,7,1,Sat,109,0.5236503513879143,57
2020-04-13,Ernest Moniz,20,1,Mon,0,0.7509860514663159,0
2020-06-22,Bob Perciasepe,21,1,Mon,0,0.6509113294887356,0
2020-05-07,John Bryson,21,1,Thu,20,0.7975964437355287,15
2020-07-31,Cameron Kerry,14,1,Fri,55,0.11170716603519394,6
2020-09-09,Robert Gates,14,1,Wed,0,0.7154380485415458,0
2020-04-13,Michael Froman,7,1,Mon,0,0.4406214707996696,0
2020-07-03,Sally Jewell,14,1,Fri,68,0.1882676632143557,12
2020-06-27,Chuck Hagel,4,1,Sat,81,0.6054578593582846,49
2020-10-02,Tom Vilsack,5,1,Fri,21,0.24940637362888082,5
2020-06-05,Austan Goolsbee,3,1,Fri,31,0.7695139091229066,23
2020-10-18,Bob Perciasepe,42,1,Sun,32,0.13691731721628456,4
2020-11-02,John Bryson,13,1,Mon,0,0.7485776435234583,0
2020-08-09,Jeh Johnson,18,1,Sun,59,0.05447949887020513,3
2020-10-25,Gina McCarthy,13,1,Sun,51,0.490849967172835,25
2020-08-16,William M. Daley,2,1,Sun,50,0.8482999743893742,42
2020-08-20,Janet Napolitano,7,1,Thu,34,0.6155089074396528,20
2020-10-29,Kathleen Sebelius,10,1,Thu,28,0.5641014299239032,15
2020-06-15,Ken Salazar,23,1,Mon,0,0.22349462195998057,0
2020-09-11,Ron Kirk,16,1,Fri,46,0.6121009385911748,28
2020-09-16,Maria Contreras-Sweet,16,1,Wed,0,0.7204446941264905,0
2020-06-02,Robert Gates,18,1,Tue,0,0.25258553280727936,0
2020-07-06,John Bryson,10,1,Mon,0,0.281800196680706,0
2020-07-31,Robert Gates,7,1,Fri,16,0.2648904438014142,4
2020-08-16,Robert Gates,18,1,Sun,73,0.30413202309282494,22
2020-09-02,Jack Lew,24,1,Wed,0,0.7614580375957303,0
2020-04-24,Rosemary DiCarlo,7,1,Fri,46,0.18550408140290528,8
2020-06-19,William M. Daley,27,1,Fri,0,0.6201458132709377,0
2020-11-02,Rosemary DiCarlo,18,1,Mon,0,0.4583656583097763,0
2020-07-03,Karen Mills,9,1,Fri,33,0.3862621877808124,12
2020-10-19,Julian Castro,12,1,Mon,0,0.7164150360855274,0
2020-04-16,Christina Romer,7,1,Thu,0,0.6639515241840854,0
2020-08-04,Tom Vilsack,12,1,Tue,0,0.8398971872171387,0
2020-09-01,Rahm Emanuel,3,1,Tue,0,0.4331543064326979,0
2020-07-15,Rosemary DiCarlo,13,1,Wed,0,0.3082794019836001,0
2020-04-26,Tom Vilsack,7,1,Sun,36,0.4783356878091581,17
2020-05-12,Loretta Lynch,5,1,Tue,0,0.6604563998873345,0
2020-04-09,Seth Harris,12,1,Thu,21,0.002359247684944421,0
2020-04-11,Christina Romer,18,1,Sat,0,0.21906025871867313,0
2020-11-03,Eric Shinseki,5,1,Tue,0,0.292018174554687,0
2020-07-06,Pete Rouse,37,1,Mon,0,0.568338408996351,0
2020-09-07,Peter R. Orszag,8,1,Mon,0,0.5939209924428723,0
2020-07-22,Maria Contreras-Sweet,15,1,Wed,0,0.4462330419453792,0
2020-06-22,Neal S. Wolin,12,1,Mon,0,0.40061173343565315,0
2020-08-27,Daniel Poneman,36,1,Thu,27,0.5150758276809938,13
2020-08-04,William M. Daley,6,1,Tue,0,0.4561054289573803,0
2020-08-30,Jeanne Hulit,5,1,Sun,62,0.7596311401575804,47
2020-05-03,Arne Duncan,36,1,Sun,26,0.1434961086488329,3
2020-10-26,Joe Biden,21,1,Mon,0,0.5059533209307119,0
2020-06-13,Anthony Foxx,2,1,Sat,65,0.5571103546768427,36
2020-08-18,Cameron Kerry,16,1,Tue,0,0.7002985539729707,0
2020-04-24,Lisa P. Jackson,5,1,Fri,47,0.3084984802175313,14
2020-08-11,Jeffrey Zients,30,1,Tue,0,0.6398395871045067,0
2020-05-09,Bob Perciasepe,3,1,Sat,55,0.4449476900626905,24
2020-06-13,Austan Goolsbee,3,1,Sat,131,0.46705588937038556,61
2020-07-19,Rebecca Blank,5,1,Sun,30,0.5888127304147929,17
2020-08-03,Sally Jewell,14,1,Mon,0,0.1045492763747461,0
2020-10-21,Jeanne Hulit,5,1,Wed,0,0.15793846491724253,0
2020-05-06,Miriam Sapiro,23,1,Wed,0,0.47049032894428816,0
2020-08-02,Samantha Power,4,1,Sun,42,0.6785511027555913,28
2020-05-31,Tom Perez,6,1,Sun,50,0.6395543554099277,31
2020-08-06,Leon Panetta,10,1,Thu,30,0.45952190400566906,13
2020-09-26,Rand Beers,5,1,Sat,44,0.7595666498993523,33
2020-07-15,Julian Castro,18,1,Wed,0,0.8081122514093294,0
2020-06-06,Jeanne Hulit,7,1,Sat,70,0.015755197894759477,1
2020-04-13,Bob McDonald,30,1,Mon,0,0.49702820824459193,0
2020-07-23,Leon Panetta,10,1,Thu,21,0.17784954691305757,3
2020-07-14,Seth Harris,25,1,Tue,0,0.2114137419965118,0
2020-06-17,Eric Shinseki,6,1,Wed,0,0.5792220389121212,0
2020-05-31,Samantha Power,2,1,Sun,51,0.8085541593842208,41
2020-07-28,Eric Shinseki,14,1,Tue,0,0.3088155779521912,0
2020-10-15,Julian Castro,31,1,Thu,16,0.18459157798206433,2
2020-05-26,Jack Lew,6,1,Tue,0,0.23990548654692248,0
2020-04-04,Samantha Power,9,1,Sat,64,0.5770742829306982,36
2020-09-27,Samantha Power,3,1,Sun,38,0.8232673706603236,31
2020-04-11,Jeffrey Zients,8,1,Sat,174,0.5495069339754991,95
2020-08-08,Robert Gates,9,1,Sat,27,0.4209141617757268,11
2020-10-30,Gina McCarthy,9,1,Fri,28,0.6423109452007338,17
2020-08-02,Michael Scuse,8,1,Sun,36,0.5829349223989994,20
2020-09-05,Arne Duncan,5,1,Sat,61,0.547526347253006,33
2020-05-03,Kathleen Sebelius,9,1,Sun,23,0.31097848918288945,7
2020-06-09,Christina Romer,25,1,Tue,0,0.1840537740383297,0
2020-08-30,Ash Carter,10,1,Sun,28,0.558995504968334,15
2020-10-03,Loretta Lynch,28,1,Sat,143,0.3870511663611978,55
2020-06-22,Susan Rice,3,1,Mon,0,0.3469420488923788,0
2020-05-30,Hilda Solis,10,1,Sat,87,0.33760480200871823,29
2020-10-02,Sally Jewell,9,1,Fri,83,0.19874898496782406,16
2020-09-14,Penny Pritzker,27,1,Mon,0,0.5690221726079471,0
2020-10-30,Gina McCarthy,10,1,Fri,60,0.565611455834005,33
2020-08-18,Karen Mills,13,1,Tue,0,0.28258478827774525,0
2020-08-09,Rosemary DiCarlo,2,1,Sun,20,0.7700402184855193,15
2020-05-06,Rosemary DiCarlo,6,1,Wed,0,0.12969827854540197,0
2020-05-02,Demetrios Marantis,5,1,Sat,96,0.1189395172521472,11
2020-09-13,Jeffrey Zients,5,1,Sun,24,0.14061824658419936,3
2020-09-17,Alan Krueger,8,1,Thu,19,0.03937556782038882,0
2020-05-18,Peter R. Orszag,8,1,Mon,0,0.4240742291556671,0
2020-09-03,Sally Jewell,10,1,Thu,0,0.21546579726273193,0
2020-06-03,Sloan D. Gibson,10,1,Wed,0,0.19403867914807052,0
2020-05-29,Sally Jewell,6,1,Fri,0,0.5781815401511267,0
2020-10-13,Ernest Moniz,8,1,Tue,0,0.6234391236677765,0
2020-10-20,Ron Kirk,22,1,Tue,0,0.06407295828685164,0
2020-07-08,Jack Lew,6,1,Wed,0,0.44183230769122017,0
2020-06-11,Eric Shinseki,20,1,Thu,36,0.40469280430115756,14
2020-06-26,John King Jr.,23,1,Fri,0,0.2964081177837215,0
2020-05-07,Ron Kirk,5,1,Thu,19,0.6113802273059263,11
2020-05-16,Pete Rouse,1,1,Sat,48,0.26279684322653335,12
2020-09-27,Gary Locke,14,1,Sun,36,0.3503867089282721,12
2020-06-15,Hilda Solis,12,1,Mon,0,0.33865415290929374,0
2020-08-09,Eric Shinseki,3,1,Sun,49,0.8325588060542941,40
